sample,P-value,Correlation,RMSE
TARGET.21.PARBTV.09A,0.0,0.859982532768552,0.702468068808339
TARGET.20.PADYIR.09A,0.0,0.7005129134714,0.835832148056642
TARGET.20.PARANT.09A,0.0,0.845047321968767,0.8284707900861
TARGET.20.PAEAKL.09A,0.0,0.806760940708318,0.839116664247492
TARGET.20.PANSGV.09A,0.01,0.455989507381231,0.929143235229637
TARGET.20.PASAZL.09A,0.0,0.587811698972692,0.854228174396131
TARGET.20.PASFLM.09A,0.0,0.742508118554256,0.819635138904453
TARGET.20.PAXDHL.09A,0.0,0.822378274355198,0.780021673535768
TARGET.20.PAWZAW.09A,0.0,0.867301750156577,0.719764314443287
TARGET.20.PAWIUZ.09A,0.0,0.888745119365241,0.760836326025849
TARGET.20.PAVZJM.09A,0.0,0.730659529761425,0.814710662160772
TARGET.20.PAWLAG.09A,0.0,0.602229678758116,0.832613533261478
TARGET.20.PANWHP.09A,0.0,0.933652445708674,0.654218499850607
TARGET.20.PAWTNN.09A,0.0,0.807187175002914,0.777025807668524
TARGET.20.PAUWCF.09A,0.0,0.91947379622892,0.636875757491667
TARGET.20.PANZWB.09A,0.0,0.968593155860325,0.666217870634974
TARGET.20.PAVNWF.09A,0.0,0.929207404904125,0.62959356740953
TARGET.20.PAVWRN.09A,0.0,0.762259289731071,0.869001415448063
TARGET.20.PAWNHU.09A,0.0,0.684922524469256,0.872171893043654
TARGET.20.PAYKSD.Sorted.CD34pos.09A,0.0,0.810118287094647,0.825151166973424
TARGET.20.PASGCE.09A,0.0,0.930534349426314,0.739484947826619
TARGET.20.PANUTX.09A,0.01,0.392298658948851,0.933712624576098
TARGET.20.PATEID.09A,0.0,0.970505820791565,0.499540724271885
TARGET.20.PAVSSE.09A,0.0,0.979258568891144,0.425863007085805
TARGET.20.PAXJPP.09A,0.0,0.664009551016833,0.861668523665776
TARGET.20.PAKERZ.09A,0.01,0.452060490672223,0.933590114276638
TARGET.20.PASXDS.09A,0.0,0.759862140467116,0.784487318760117
TARGET.20.PAWHRR.09A,0.0,0.96950218307897,0.559150505726592
TARGET.20.PARTST.09A,0.0,0.765463465449288,0.800875915918983
TARGET.20.PAVZCR.09A,0.0,0.904299204905147,0.650042881613723
TARGET.20.PASFEW.09A,0.01,0.479267592551581,0.916505884505668
TARGET.20.PARBFJ.09A,0.0,0.715122906492561,0.82215508991295
TARGET.20.PANSJB.09A,0.0,0.674724739003332,0.8207891111816
TARGET.20.PAWEFT.09A,0.0,0.561420734997729,0.890788021567059
TARGET.20.PASFIE.09A,0.0,0.827116230140568,0.762391052414863
TARGET.20.PAVZFT.09A,0.0,0.740822373723822,0.834003336083565
TARGET.20.PAVUPX.09A,0.0,0.750897196853668,0.835409379731739
TARGET.20.PASILA.09A,0.01,0.523810193213252,0.91014997926677
TARGET.20.PAWRGZ.09A,0.0,0.893842230181693,0.811197293139718
TARGET.20.PAXJFT.09A,0.0,0.573133709816075,0.866612243235169
TARGET.20.PASURM.09A,0.0,0.826919226530326,0.812867668979665
TARGET.20.PAVBMM.09A,0.0,0.960523329255577,0.600505476801892
TARGET.20.PAVEDT.09A,0.0,0.621942833743257,0.825860186361938
TARGET.20.PAXFHW.09A,0.0,0.613235967792498,0.838454789733056
TARGET.20.PATJCR.09A,0.0,0.813405676324514,0.752952616913773
TARGET.20.PAVIZT.09A,0.0,0.766586302121579,0.839072889137279
TARGET.20.PASXSF.09A,0.0,0.975229681883219,0.501819678288869
TARGET.20.PABKLU.09A,0.0,0.628215300293484,0.85332773369567
TARGET.20.PAXMBP.09A,0.0,0.938388349764488,0.692346919762665
TARGET.20.PATBPW.09A,0.0,0.928031559453406,0.73012313700058
TARGET.20.PAVAKA.09A,0.0,0.953931763786644,0.683608419680834
TARGET.20.PANJIM.09A,0.0,0.923208108012041,0.665185281771904
TARGET.20.PAWAMB.09A,0.0,0.844196590377136,0.720472350031565
TARGET.20.PANLJN.09A,0.0,0.81742801480427,0.785701034704663
TARGET.20.PANVUF.09A,0.0,0.681595702106557,0.849129047425637
TARGET.20.PAUUTI.09A,0.0,0.968545432524943,0.442481143057198
TARGET.20.PANNJI.09A,0.0,0.769491217084935,0.805289882753031
TARGET.20.PAXBEF.09A,0.0,0.608368309951403,0.853284045520195
TARGET.20.PASUUP.09A,0.0,0.955755490572173,0.671081094804793
TARGET.20.PAWBVL.09A,0.0,0.669900998506752,0.833095562793589
TARGET.20.PAWXIA.09A,0.0,0.573009228652247,0.879145822259137
TARGET.20.PAWRSU.09A,0.0,0.734520385781049,0.871047857578399
TARGET.20.PAWPBT.09A,0.0,0.695114538774998,0.868117007818552
TARGET.20.PAPVKG.09A,0.0,0.989766224410646,0.238946173751046
TARGET.20.PASKUA.09A,0.0,0.629424501523886,0.866286492239626
TARGET.20.PASPFJ.09A,0.0,0.891726400788431,0.712966208045526
TARGET.20.PATZVF.09A,0.0,0.979912069163947,0.406711565041016
TARGET.21.PASNKZ.09A,0.0,0.751763324740564,0.73889244597269
TARGET.20.PAUTYK.09A,0.0,0.914595917754867,0.762446410820691
TARGET.20.PAYKXV.Sorted.CD34neg.Lymphoid.09A,0.01,0.525988509480596,0.9114194690521
TARGET.20.PASIBG.09A,0.0,0.788132431847545,0.830390346907805
TARGET.20.PAWFMF.09A,0.0,0.919491635940844,0.730122598891943
TARGET.20.PAXYCB.09A,0.0,0.703523347395522,0.815502414817049
TARGET.20.PANMTU.09A,0.0,0.770909807609438,0.777688283313792
TARGET.20.PAWJVZ.09A,0.0,0.841518030527237,0.732839027378249
TARGET.20.PAUUXA.09A,0.0,0.962295811701227,0.536255531343229
TARGET.20.PAUXCD.09A,0.0,0.917947269431864,0.692260436849187
TARGET.21.PATAIJ.09A,0.01,0.50558037686137,0.888369125326282
TARGET.20.PAVUBN.09A,0.01,0.380713833070656,0.933083036702144
TARGET.20.PAXCYJ.09A,0.0,0.745304548998531,0.838521348038874
TARGET.20.PATLKU.09A,0.0,0.915118510666936,0.735850788690048
TARGET.20.PAUSCS.09A,0.0,0.727378480489427,0.839342256487781
TARGET.20.PAUWYZ.09A,0.0,0.887189193548536,0.694562446236206
TARGET.20.PALBHS.09A,0.0,0.730316983956506,0.800861796723083
TARGET.20.PAWGYA.09A,0.0,0.773892637656219,0.79693063871258
TARGET.20.PAUTVU.09A,0.0,0.827600894181178,0.777442528505472
TARGET.20.PAXKKC.09A,0.01,0.438256257043513,0.927404256922214
TARGET.20.PARVLP.09A,0.01,0.403225458837723,0.921171621033381
TARGET.20.PAXBPF.09A,0.0,0.895253274067992,0.704764079468296
TARGET.20.PAXCEV.09A,0.0,0.816596308335728,0.695197182721409
TARGET.20.PASPFE.09A,0.0,0.874224129996361,0.795919373546361
TARGET.20.PAWUEX.09A,0.0,0.940551266474728,0.612096580362305
TARGET.20.PAURRC.09A,0.01,0.471496978472664,0.909181189427323
TARGET.20.PAPZCL.09A,0.0,0.747468554441881,0.847818081558546
TARGET.20.PAWMPH.09A,0.0,0.80065155343623,0.753054153289293
TARGET.20.PAUSTM.09A,0.0,0.936621717976939,0.579582490658146
TARGET.20.PAUUWT.09A,0.0,0.982131288959789,0.41044221293561
TARGET.20.PARYVW.09A,0.01,0.483035677839601,0.901685745939528
TARGET.20.PAXCYN.09A,0.0,0.618256548282159,0.876817617150677
TARGET.20.PAVALI.09A,0.0,0.557908024606621,0.924678886720815
TARGET.20.PATDLI.09A,0.0,0.868159317097638,0.708747337623761
TARGET.20.PAWYEP.09A,0.0,0.974378465665265,0.514740250827538
TARGET.20.PAWEKW.09A,0.0,0.697387860918846,0.861012655877157
TARGET.20.PAVDZI.09A,0.0,0.684787589013629,0.835010995689831
TARGET.20.PARWXU.09A,0.0,0.846955912561497,0.801897950675545
TARGET.20.PASUGU.09A,0.0,0.919950591003175,0.720677834104727
TARGET.20.PAWVBV.09A,0.0,0.728763697404843,0.815938178179879
TARGET.20.PARCAU.09A,0.0,0.876452305001274,0.789761258234256
TARGET.20.PAWIUT.09A,0.0,0.696044301936497,0.783188111284976
TARGET.20.PAXCNV.09A,0.0,0.597521194251232,0.886506335713454
TARGET.20.PAWEEB.09A,0.0,0.827756763649552,0.834915611554926
TARGET.20.PASTJT.09A,0.0,0.808387849514792,0.72060705598754
TARGET.20.PASLTS.09A,0.0,0.881502429534868,0.714126121477107
TARGET.20.PAUZJX.09A,0.0,0.899525593669422,0.487181820979514
TARGET.20.PASTEI.09A,0.0,0.96944638210251,0.635498785442413
TARGET.20.PANLIR.09A,0.0,0.823168398941339,0.749631929489044
TARGET.20.PATANY.09A,0.0,0.819947530664517,0.745372642540965
TARGET.20.PAWEBG.09A,0.0,0.64885568507893,0.881080143049027
TARGET.20.PAPAPD.09A,0.01,0.51562887920258,0.911143698511171
TARGET.20.PAVUDH.09A,0.0,0.586489013108801,0.901944925476865
TARGET.20.PASXNR.09A,0.0,0.581926805354948,0.863899256978457
TARGET.20.PAUWUZ.09A,0.0,0.628575524823563,0.865865160492756
TARGET.20.PAUWRZ.09A,0.0,0.914299606975064,0.724920450678465
TARGET.20.PAVHML.09A,0.0,0.823783167103608,0.826317820763573
TARGET.20.PATEMV.09A,0.0,0.962281715796425,0.577765922284238
TARGET.20.PAUZXP.09A,0.01,0.542210114038708,0.896610494243991
TARGET.20.PAREWJ.09A,0.0,0.96621696093671,0.555401670217501
TARGET.20.PALUPX.09A,0.0,0.664761696908747,0.863471385910687
TARGET.20.PAYLEK.Sorted.CD34pos.09A,0.0,0.702873139754444,0.866923288648867
TARGET.21.PASDXR.09A,0.01,0.479768527343246,0.927831536071263
TARGET.20.PATKLS.09A,0.0,0.85581098193923,0.775198518691611
TARGET.20.PAUYCB.09A,0.0,0.5960099663718,0.866247905946776
TARGET.20.PAVWBB.09A,0.0,0.597312697182577,0.866616765334049
TARGET.20.PAKWRX.09A,0.0,0.635460722847536,0.866659022712092
TARGET.20.PAWNWV.09A,0.0,0.968838725191348,0.630383027833931
TARGET.20.PAULKF.09A,0.0,0.952209227556799,0.493928998934002
TARGET.20.PASPSV.09A,0.0,0.992829919668761,0.353661132412766
TARGET.20.PAWFIZ.09A,0.0,0.74009269498385,0.836325318150501
TARGET.20.PAVXRM.09A,0.0,0.839456811624751,0.847333786635881
TARGET.20.PAXCDU.09A,0.0,0.903548101998871,0.706306655924192
TARGET.20.PANPKN.09A,0.0,0.804157988184843,0.797460799649338
TARGET.20.PAWMLA.09A,0.0,0.755137272035161,0.787054801171862
TARGET.20.PAXGTM.09A,0.0,0.63008514144155,0.856928723635328
TARGET.20.PATJSP.09A,0.0,0.897859718127314,0.757504136139911
TARGET.20.PAUYCA.09A,0.0,0.930024345976179,0.67473039522787
TARGET.20.PAXBXI.09A,0.0,0.69141240156472,0.863281772932698
TARGET.20.PARFXF.09A,0.02,0.376994778257844,0.93613219587727
TARGET.20.PANAEV.09A,0.0,0.669308592492295,0.887377458818887
TARGET.20.PAVKEM.09A,0.0,0.983687776598352,0.535490113284866
TARGET.20.PARIEG.09A,0.0,0.796734852648259,0.835259366245265
TARGET.20.PAUNLX.09A,0.0,0.915144266895597,0.40433444998568
TARGET.20.PATEMK.09A,0.0,0.956033495468798,0.669757581559406
TARGET.20.PAWCJK.09A,0.0,0.77207307874762,0.761275720851072
TARGET.20.PAWMKP.09A,0.0,0.935376004067126,0.704146664833104
TARGET.20.PATEEA.09A,0.0,0.976374979032837,0.519457650673802
TARGET.20.PATBYV.09A,0.0,0.990025305689257,0.570694656118627
TARGET.20.PARTAL.09A,0.0,0.894255669354875,0.768417936216459
TARGET.21.PASFJJ.09A,0.0,0.60710850898987,0.927392304887785
TARGET.20.PASXAP.09A,0.0,0.985274423172029,0.535135040453117
TARGET.20.PACDZR.09A,0.0,0.987324649082225,0.306716628627098
TARGET.20.PAUZTM.09A,0.0,0.754328997968127,0.808396837702992
TARGET.20.PAEERJ.09A,0.0,0.787549946787289,0.820964010435379
TARGET.20.PARSGS.09A,0.0,0.735323516352031,0.859140990060888
TARGET.20.PARHJA.09A,0.0,0.803136654749461,0.770376561064356
TARGET.20.PAXALR.09A,0.0,0.783637684169387,0.855707160415193
TARGET.20.PASKFW.09A,0.0,0.983973689926306,0.201227296181295
TARGET.20.PAVVAT.09A,0.0,0.617116845187968,0.872962380349785
TARGET.20.PATBXU.09A,0.0,0.857642967681912,0.752181277025927
TARGET.20.PAWJDM.09A,0.0,0.865111046473398,0.821371933733502
TARGET.20.PASANW.09A,0.0,0.776642530310492,0.846151101222469
TARGET.20.PANLXK.09A,0.0,0.984210235288914,0.644581487608891
TARGET.20.PAWWYV.09A,0.0,0.753262678914224,0.881804723571726
TARGET.20.PASKNV.09A,0.0,0.979380732903788,0.637167746078949
TARGET.20.PAWKMU.09A,0.0,0.810225492015398,0.741677178228633
TARGET.20.PAXJFL.09A,0.0,0.939400243406197,0.677551898039932
TARGET.20.PAXLBH.09A,0.0,0.955674038029203,0.699067701215531
TARGET.20.PAVCVD.09A,0.0,0.7813388287422,0.836114763485754
TARGET.20.PAYKXV.Sorted.CD34pos.09A,0.0,0.671646549694681,0.895432066633592
TARGET.20.PAWYJH.09A,0.0,0.846908541695575,0.778770742080044
TARGET.20.PAPZZE.09A,0.0,0.957543119715359,0.599562771040615
TARGET.20.PAWWID.09A,0.0,0.629026168819732,0.899523605248649
TARGET.20.PAUYEV.09A,0.0,0.976721211483541,0.438114691421724
TARGET.20.PASWAJ.09A,0.0,0.80449557126091,0.776065899950269
TARGET.20.PAVUVD.09A,0.01,0.573187863492105,0.879284417106152
TARGET.20.PAWEBC.09A,0.0,0.979252738162561,0.63524131170434
TARGET.20.PAWUUE.09A,0.0,0.839270773173284,0.75572218908184
TARGET.20.PAPZIZ.09A,0.0,0.958687104268738,0.609766362826966
TARGET.20.PAWLYM.09A,0.0,0.797913420655425,0.777967694373612
TARGET.20.PAWHFW.09A,0.0,0.811893997248068,0.781967468925421
TARGET.20.PANHWD.09A,0.0,0.850778941820553,0.79532689689504
TARGET.20.PAYHFV.Sorted.leukemic.09A,0.0,0.92404086598014,0.716140584279662
TARGET.20.PAWMLK.09A,0.0,0.958692046227923,0.58921774634297
TARGET.20.PATJES.09A,0.0,0.594921865232244,0.92085975206094
TARGET.20.PAXJMY.09A,0.0,0.637802522069491,0.908038809429856
TARGET.20.PAWCCR.09A,0.0,0.765360261477206,0.81809251543397
TARGET.20.PAVLKB.09A,0.0,0.921048095772903,0.651030644898802
TARGET.20.PAUNVN.09A,0.0,0.812977167237549,0.792352703994535
TARGET.20.PATENX.09A,0.0,0.987096483634698,0.631102434766801
TARGET.20.PAVRCS.09A,0.0,0.712236299449492,0.897834930007646
TARGET.20.PASAYA.09A,0.0,0.942770031684505,0.672305321903118
TARGET.20.PAVJIT.09A,0.0,0.734894639867032,0.869880494577571
TARGET.20.PAWMNN.09A,0.0,0.858949122017149,0.75685381083418
TARGET.20.PAVXNZ.09A,0.0,0.707039030542235,0.854438688449671
TARGET.20.PARGMH.09A,0.0,0.84180601984675,0.760755988475365
TARGET.20.PARGTL.09A,0.0,0.964956768047772,0.514555002182759
TARGET.20.PASCFS.09A,0.0,0.73924149533103,0.85557128918001
TARGET.20.PAWUEW.09A,0.0,0.914492803025125,0.701553322481028
TARGET.20.PAUNVK.09A,0.0,0.738481275091696,0.789655144466773
TARGET.20.PAUWYR.09A,0.0,0.895338141986673,0.779556126369845
TARGET.20.PASKZW.09A,0.0,0.895861660851694,0.72840884679248
TARGET.20.PAWJJY.09A,0.0,0.654362357445504,0.894246174196418
TARGET.20.PAKTLL.09A,0.0,0.768524846699862,0.8006757277932
TARGET.20.PASIZB.09A,0.0,0.787732826785844,0.86611761151605
TARGET.20.PANSDI.09A,0.01,0.564385072185274,0.906567365357897
TARGET.20.PASSDX.09A,0.0,0.931281942830181,0.727259285745981
TARGET.20.PAWMGT.09A,0.0,0.757641841088197,0.824273487888437
TARGET.20.PATISD.09A,0.0,0.747625325716441,0.889420443316938
TARGET.20.PAVFWI.09A,0.0,0.988071987202995,0.501960034728975
TARGET.20.PAVZBM.09A,0.0,0.827457744308113,0.775447051618557
TARGET.20.PAVSVU.09A,0.01,0.578206107522905,0.888832237124601
TARGET.20.PAURDN.09A,0.0,0.915345454394847,0.668102458751842
TARGET.20.PAWLAN.09A,0.0,0.822845959730662,0.756046913774203
TARGET.20.PAESJZ.09A,0.0,0.733563929694038,0.792658755655018
TARGET.20.PAVBFN.09A,0.0,0.794017805416406,0.790559902064071
TARGET.20.PAXHZL.09A,0.0,0.963554091413868,0.533675609809992
TARGET.20.PASELF.09A,0.0,0.99377507116029,0.390480381323498
TARGET.20.PAXCWZ.09A,0.0,0.79445771699678,0.84181760166164
TARGET.20.PATGXW.09A,0.0,0.951833380611907,0.668607154884072
TARGET.21.PASFHK.09A,0.0,0.78991818606768,0.81243955085702
TARGET.20.PAVFEM.09A,0.0,0.836008407833256,0.74911299971937
TARGET.20.PAXDDY.09A,0.0,0.872943524874448,0.782245685019679
TARGET.20.PAWDCZ.09A,0.0,0.938247484277552,0.651585134908703
TARGET.20.PAYCPS.09A,0.0,0.957831921180368,0.57545998127479
TARGET.20.PAYHVK.Unsorted.09A,0.0,0.980635308261671,0.590500624506216
TARGET.20.PAYISG.09A,0.0,0.729186129464505,0.833167856714068
TARGET.20.PARNIA.09A,0.02,0.360778888703613,0.94331862970686
TARGET.20.PARXEC.09A,0.0,0.717325141522264,0.857981541770241
TARGET.20.PAVTLN.09A,0.0,0.859210352406124,0.834328761835951
TARGET.20.PARMZC.09A,0.0,0.963292294748045,0.557557177314967
TARGET.20.PAUYSN.09A,0.0,0.722180340245863,0.853173047179142
TARGET.20.PAVAYD.09A,0.0,0.937775810565639,0.748818382982267
TARGET.20.PAUSBK.09A,0.0,0.710006345389704,0.8598433473998
TARGET.20.PAVBZM.09A,0.0,0.658271834045992,0.874370736679085
TARGET.20.PAXGZA.09A,0.0,0.601956458554865,0.908803056796779
TARGET.20.PARYGA.09A,0.0,0.807899460912012,0.789586747551043
TARGET.20.PAWGFC.09A,0.01,0.396066888802953,0.919108173122299
TARGET.20.PAENSG.09A,0.0,0.694150181560808,0.850481850337133
TARGET.20.PARCVS.09A,0.01,0.48876305222694,0.929336676349362
TARGET.20.PAXFSI.09A,0.0,0.986060466509351,0.351341703291887
TARGET.20.PAUVWV.09A,0.0,0.825330017227725,0.813366338756597
TARGET.20.PATHWS.09A,0.0,0.831349568205209,0.705104514501104
TARGET.20.PAVBVP.09A,0.0,0.629917129344902,0.869373466050277
TARGET.20.PAYHGK.Sorted.leukemic.09A,0.0,0.838049019800918,0.741582477928332
TARGET.20.PALKYG.09A,0.0,0.97777230962786,0.610411456467695
TARGET.20.PASTWE.09A,0.0,0.977001927974195,0.446927297677815
TARGET.20.PAVHWK.09A,0.0,0.988445525935634,0.607626267676479
TARGET.20.PAUXRA.09A,0.0,0.860293962298182,0.754223621690334
TARGET.20.PASEYM.09A,0.0,0.776204372551541,0.817211640192198
TARGET.20.PATCYY.09A,0.0,0.761963216235519,0.837477346068064
TARGET.20.PAWYJF.09A,0.0,0.938381298747369,0.618929497251933
TARGET.20.PAUTAG.09A,0.0,0.956248536356191,0.669711068264226
TARGET.20.PAUSKR.09A,0.0,0.805785894946248,0.815794732005333
TARGET.20.PAPAJE.09A,0.0,0.895658139774529,0.777060209729156
TARGET.20.PAEFGR.09A,0.0,0.609671777887843,0.866275033318753
TARGET.20.PAWVUX.09A,0.0,0.896449270071021,0.754412483353101
TARGET.20.PARLMY.09A,0.0,0.885040901078792,0.717601624656574
TARGET.20.PARNIL.09A,0.0,0.931193185935171,0.721618897465216
TARGET.20.PAUTFD.09A,0.0,0.986169240078737,0.224462493016766
TARGET.20.PARUBE.09A,0.0,0.61468916848808,0.917058149574756
TARGET.20.PATIVW.09A,0.0,0.938222785183655,0.712913162951928
TARGET.20.PAWHFV.09A,0.0,0.853068664100953,0.818493472887215
TARGET.20.PAWEVC.09A,0.0,0.774247796079462,0.832136053754121
TARGET.20.PAWKHN.09A,0.0,0.657537813546318,0.88625403189406
TARGET.20.PAWTLZ.09A,0.0,0.647951877454176,0.882834442634862
TARGET.20.PASFVP.09A,0.01,0.52223917420982,0.916196836365905
TARGET.20.PAVPBC.09A,0.0,0.812460288433853,0.841319968073649
TARGET.20.PAWRVC.09A,0.0,0.759994171553829,0.839990656145817
TARGET.20.PARFGK.09A,0.0,0.938843392933621,0.726659615008556
TARGET.20.PAVCIH.09A,0.0,0.971757601140818,0.370263518573083
TARGET.20.PAYIRH.Unsorted.09A,0.0,0.714289443801749,0.883918354769466
TARGET.20.PAYKYZ.Sorted.CD34neg.Myeloid.Mono.09A,0.0,0.773523465851826,0.830995287234753
TARGET.20.PAWLII.09A,0.0,0.857452804037791,0.772970963685577
TARGET.20.PASLMR.09A,0.0,0.753576303555689,0.849663889857546
TARGET.20.PARAEG.09A,0.01,0.552382313902014,0.897721102454819
TARGET.20.PATGIY.09A,0.0,0.910527732613503,0.751573944867348
TARGET.20.PAUYNI.09A,0.0,0.946966321646784,0.321592665026452
TARGET.20.PASFIT.09A,0.0,0.862869049939701,0.741739306387808
TARGET.20.PASCBW.09A,0.0,0.897149879498155,0.760819058585524
TARGET.20.PAXKSZ.09A,0.0,0.583388387544407,0.871576372468731
TARGET.20.PAVDFC.09A,0.0,0.805084415254893,0.839506722925903
TARGET.20.PAVTMY.09A,0.0,0.631782344856683,0.878120110245676
TARGET.20.PAWNPG.09A,0.0,0.973772938058226,0.476914916456851
TARGET.20.PASWLN.09A,0.01,0.401691091574983,0.935115677178297
TARGET.20.PASBYL.09A,0.0,0.922384299986867,0.71965205250943
TARGET.20.PAUKTH.09A,0.01,0.561929209319088,0.912250961672971
TARGET.20.PAVBAY.09A,0.0,0.993781971923401,0.384265526713582
TARGET.20.PAULSL.09A,0.0,0.783072039736951,0.803189639615205
TARGET.20.PAWGYG.09A,0.0,0.594793994200774,0.884836751549674
TARGET.20.PAWERK.09A,0.01,0.542433395869519,0.891513238054448
TARGET.20.PASXLJ.09A,0.01,0.576992521906717,0.847422721445949
TARGET.20.PANYBI.09A,0.01,0.544892559994268,0.898924407179551
TARGET.20.PASAUN.09A,0.0,0.947190378222679,0.49377656198998
TARGET.20.PATBFL.09A,0.0,0.64427565351447,0.85918648274934
TARGET.20.PAULNJ.09A,0.0,0.954396689864921,0.631626969252861
TARGET.20.PAVEAF.09A,0.0,0.807396998802944,0.781139613711627
TARGET.20.PAEARG.09A,0.0,0.946190246120424,0.607037354088751
TARGET.20.PASGZS.09A,0.0,0.98308356904726,0.440128614891188
TARGET.20.PAVTDW.09A,0.0,0.805483664818881,0.863875243133379
TARGET.20.PAXLXM.09A,0.0,0.757544585065042,0.831676231938047
TARGET.20.PASVSS.09A,0.0,0.954205675999634,0.538873724073657
TARGET.20.PAXCWR.09A,0.0,0.85536930861366,0.836276226897041
TARGET.20.PATKMB.09A,0.0,0.934143874085155,0.736075323321945
TARGET.20.PAUVCB.09A,0.0,0.896797288815799,0.627448329834318
TARGET.20.PACEFU.09A,0.0,0.968130482357677,0.759694640512973
TARGET.20.PAWCBJ.09A,0.0,0.766845172827232,0.798260914252399
TARGET.20.PAWHUE.09A,0.0,0.94616358816537,0.560827067347182
TARGET.20.PAWYDD.09A,0.0,0.825295992673876,0.792703400949448
TARGET.20.PAYKYZ.Sorted.CD34pos.09A,0.0,0.815807232216298,0.849553155608238
TARGET.20.PAVTWF.09A,0.0,0.779431765543041,0.858696038748099
TARGET.20.PAUBKI.09A,0.0,0.989552196530778,0.221879397850244
TARGET.20.PASWAT.09A,0.0,0.805949170915764,0.871435605385372
TARGET.20.PAVBWL.09A,0.0,0.900101458034642,0.726047404651494
TARGET.20.PAWGEG.09A,0.0,0.80840212910716,0.761859737562366
TARGET.20.PAWNYK.09A,0.01,0.556830590252749,0.895818110126529
TARGET.20.PATMDJ.09A,0.02,0.343970858994453,0.959071539852185
TARGET.20.PAWRPX.09A,0.0,0.788683360059504,0.786469131586664
TARGET.20.PATFYN.09A,0.03,0.227746114996676,0.973209751165044
TARGET.20.PASULX.09A,0.0,0.968232566381559,0.567526924198048
TARGET.20.PAXECE.09A,0.0,0.683232288746781,0.873104995083956
TARGET.20.PAUZRY.09A,0.0,0.982690250724816,0.545306594191757
TARGET.20.PAVHCV.09A,0.0,0.910547651562326,0.807893676775393
TARGET.20.PATKJB.09A,0.0,0.733144417949167,0.836699531417669
TARGET.20.PARAFA.09A,0.0,0.938937253863071,0.793879155109211
TARGET.20.PASTVM.09A,0.0,0.689964376000963,0.84345153904807
TARGET.20.PAUYFL.09A,0.0,0.968137975975015,0.603274955580229
TARGET.20.PALXRY.09A,0.0,0.744484046124125,0.83133640684308
TARGET.20.PAWNZJ.09A,0.0,0.873078690034265,0.744549710174409
TARGET.20.PAXEFX.09A,0.0,0.806847721832344,0.824307573868162
TARGET.20.PAXKAI.09A,0.0,0.880382173775753,0.806225052945426
TARGET.20.PAYKXV.Unsorted.09A,0.0,0.869160632401133,0.84965308295309
TARGET.20.PAPSCM.09A,0.0,0.85477850112751,0.807267736561466
TARGET.20.PAPVZK.09A,0.0,0.955472949222604,0.650838923609167
TARGET.20.PANLKB.09A,0.01,0.523161550532777,0.901082390100601
TARGET.20.PABKVT.09A,0.0,0.71096510235037,0.899300177163724
TARGET.20.PAUMGZ.09A,0.0,0.895929314817944,0.695640073267299
TARGET.20.PAVSLI.09A,0.01,0.540321933592428,0.919510069091918
TARGET.20.PAYHTI.Unsorted.09A,0.0,0.655786884622032,0.885792965088182
TARGET.20.PAWNGC.09A,0.0,0.900221429310735,0.613823848641271
TARGET.20.PANLJK.09A,0.0,0.964404509573719,0.56383508539303
TARGET.20.PAYHMK.Unsorted.09A,0.0,0.930724374744828,0.648215783352169
TARGET.20.PAXBIE.09A,0.0,0.726466518192159,0.90727961061178
TARGET.20.PATEWX.09A,0.0,0.996904663561945,0.385506913179031
TARGET.20.PAVLBB.09A,0.0,0.912836460054958,0.694574408360415
TARGET.20.PAWWJN.09A,0.0,0.58505917072607,0.92232756081347
TARGET.20.PAYHGK.Sorted.non.leukemic.09A,0.0,0.891488951175571,0.647049199963498
TARGET.20.PAVEEI.09A,0.0,0.70762529416476,0.86350749215579
TARGET.20.PAUZVP.09A,0.01,0.487314588740023,0.93234946823572
TARGET.20.PAUVZD.09A,0.0,0.644193534567146,0.871340012943475
TARGET.20.PAYKGV.Sorted.CD34neg.Myeloid.Mono.09A,0.0,0.819762116381302,0.84437595618662
TARGET.20.PASWTY.09A,0.01,0.508080694606231,0.913112133700144
TARGET.20.PAXJAA.09A,0.01,0.53458394549532,0.91628481047147
TARGET.20.PAUNVJ.09A,0.0,0.87105513971439,0.75325694995047
TARGET.20.PAYHIY.Sorted.non.leukemic.09A,0.0,0.708740757643474,0.887216706961978
TARGET.20.PAVUUU.09A,0.0,0.815843058395999,0.817454444184562
TARGET.20.PAVMBH.09A,0.0,0.919370049820402,0.717804460065611
TARGET.20.PAXDEX.09A,0.0,0.600210386966268,0.870856316278627
TARGET.20.PAXKAH.09A,0.0,0.875305683284781,0.726297690162676
TARGET.20.PAWXCM.09A,0.0,0.947449677404436,0.636032516262917
TARGET.20.PANJTK.09A,0.01,0.548879849424359,0.896706798422039
TARGET.20.PARIFD.09A,0.0,0.787149973613509,0.788458820446699
TARGET.20.PAUXUA.09A,0.0,0.837367159409389,0.848048072864142
TARGET.20.PAURKG.09A,0.0,0.808335866107711,0.833227472766106
TARGET.20.PAXARD.09A,0.0,0.826081074214551,0.771740826095597
TARGET.20.PAVPFR.09A,0.0,0.905889293232755,0.674959220709619
TARGET.20.PAXMIJ.09A,0.0,0.983224618746887,0.531381545719466
TARGET.20.PAWXSX.09A,0.0,0.724067311598025,0.897750926465489
